Card,Set ID,Set Name,Quantity,Foil
"Phyrexian Arena",ONE,"",3,""
"Phyrexian Obliterator",ONE,"",2,""
"Ravenous Necrotitan",ONE,"",1,""
"Scheming Aspirant",ONE,"",2,""
"Sheoldred's Edict",ONE,"",3,""
"Sheoldred's Headcleaver",ONE,"",4,""
"Stinging Hivemaster",ONE,"",3,""
"Testament Bearer",ONE,"",4,""
"Vat Emergence",ONE,"",3,""
"Vraan, Executioner Thane",ONE,"",3,""
"Vraska, Betrayal's Sting",ONE,"",4,""
"Vraska's Fall",ONE,"",4,""
"Whisper of the Dross",ONE,"",4,""
"All Will Be One",ONE,"",2,""
"Awaken the Sleeper",ONE,"",4,""
"Axiom Engraver",ONE,"",2,""
"Barbed Batterfist",ONE,"",3,""
"Bladegraft Aspirant",ONE,"",4,""
"Blazing Crescendo",ONE,"",4,""
"Cacophony Scamp",ONE,"",4,""
"Capricious Hellraiser",ONE,"",2,""
"Chimney Rabble",ONE,"",2,""
"Churning Reservoir",ONE,"",2,""
"Dragonwing Glider",ONE,"",2,""
"Exuberant Fuseling",ONE,"",2,""
"Forgehammer Centurion",ONE,"",4,""
"Free from Flesh",ONE,"",4,""
"Furnace Punisher",ONE,"",4,""
"Furnace Strider",ONE,"",4,""
"Gleeful Demolition",ONE,"",2,""
"Hazardous Blast",ONE,"",4,""
"Hexgold Halberd",ONE,"",4,""
"Hexgold Slash",ONE,"",4,""
"Koth, Fire of Resistance",ONE,"",1,""
"Kuldotha Cackler",ONE,"",4,""
"Magmatic Sprinter",ONE,"",4,""
"Molten Rebuke",ONE,"",4,""
"Nahiri's Sacrifice",ONE,"",4,""
"Oxidda Finisher",ONE,"",4,""
"Rebel Salvo",ONE,"",4,""
"Red Sun's Twilight",ONE,"",2,""
"Resistance Skywarden",ONE,"",3,""
"Sawblade Scamp",ONE,"",4,""
"Shrapnel Slinger",ONE,"",3,""
"Solphim, Mayhem Dominus",ONE,"",3,""
"Thrill of Possibility",ONE,"",4,""
"Urabrask's Forge",ONE,"",1,""
"Vindictive Flamestoker",ONE,"",2,""
"Volt Charge",ONE,"",4,""
"Vulshok Splitter",ONE,"",4,""
"Adaptive Sporesinger",ONE,"",4,""
"Armored Scrapgorger",ONE,"",4,""
"Bloated Contaminator",ONE,"",3,""
"Branchblight Stalker",ONE,"",4,""
"Cankerbloom",ONE,"",4,""
"Carnivorous Canopy",ONE,"",4,""
"Conduit of Worlds",ONE,"",4,""
"Contagious Vorrac",ONE,"",4,""
"Copper Longlegs",ONE,"",4,""
"Evolving Adaptive",ONE,"",2,""
"Expand the Sphere",ONE,"",3,""
"Green Sun's Twilight",ONE,"",2,""
"Ichorspit Basilisk",ONE,"",4,""
"Incubation Sac",ONE,"",3,""
"Infectious Bite",ONE,"",1,""
"Lattice-Blade Mantis",ONE,"",4,""
"Maze's Mantle",ONE,"",4,""
"Nissa, Ascended Animist",ONE,"",1,""
"Noxious Assault",ONE,"",2,""
"Oil-Gorger Troll",ONE,"",4,""
"Paladin of Predation",ONE,"",3,""
"Plague Nurse",ONE,"",4,""
"Predation Steward",ONE,"",3,""
"Rustvine Cultivator",ONE,"",4,""
"Ruthless Predation",ONE,"",4,""
"Skyscythe Engulfer",ONE,"",4,""
"Sylvok Battle-Chair",ONE,"",1,""
"Thirsting Roots",ONE,"",4,""
"Titanic Growth",ONE,"",4,""
"Tyrranax Atrocity",ONE,"",4,""
"Tyrranax Rex",ONE,"",1,""
"Tyvar's Stand",ONE,"",4,""
"Unnatural Restoration",ONE,"",4,""
"Venerated Rotpriest",ONE,"",4,""
"Venomous Brutalizer",ONE,"",3,""
"Viral Spawning",ONE,"",4,""
"Zopandrel, Hunger Dominus",ONE,"",1,""
"Atraxa, Grand Unifier",ONE,"",4,""
"Bladehold War-Whip",ONE,"",2,""
"Cephalopod Sentry",ONE,"",2,""
"Charforger",ONE,"",3,""
"Cinderslash Ravager",ONE,"",4,""
"Ezuri, Stalker of Spheres",ONE,"",3,""
"Glissa Sunslayer",ONE,"",1,""
"Jor Kadeen, First Goldwarden",ONE,"",1,""
"Kaito, Dancing Shadow",ONE,"",1,""
"Kaya, Intangible Slayer",ONE,"",2,""
"Kethek, Crucible Goliath",ONE,"",4,""
"Lukka, Bound to Ruin",ONE,"",2,""
"Malcator, Purity Overseer",ONE,"",1,""
"Melira, the Living Cure",ONE,"",2,""
"Migloz, Maze Crusher",ONE,"",1,""
"Nahiri, the Unforgiving",ONE,"",1,""
"Necrogen Rotpriest",ONE,"",4,""
"Ovika, Enigma Goliath",ONE,"",1,""
"Ria Ivor, Bane of Bladehold",ONE,"",1,""
"Serum-Core Chimera",ONE,"",4,""
"Slaughter Singer",ONE,"",4,""
"Tainted Observer",ONE,"",4,""
"Tyvar, Jubilant Brawler",ONE,"",1,""
"Venser, Corpse Puppet",ONE,"",3,""
"Vivisection Evangelist",ONE,"",3,""
"Voidwing Hybrid",ONE,"",4,""
"Argentum Masticore",ONE,"",2,""
"Atraxa's Skitterfang",ONE,"",2,""
"Basilica Skullbomb",ONE,"",4,""
"Dross Skullbomb",ONE,"",4,""
"Dune Mover",ONE,"",3,""
"The Filigree Sylex",ONE,"",2,""
"Furnace Skullbomb",ONE,"",4,""
"Graaz, Unstoppable Juggernaut",ONE,"",2,""
"Ichorplate Golem",ONE,"",4,""
"Maze Skullbomb",ONE,"",4,""
"Mirran Safehouse",ONE,"",3,""
"Monument to Perfection",ONE,"",1,""
"Myr Convert",ONE,"",3,""
"Myr Custodian",ONE,"",4,""
"Myr Kinsmith",ONE,"",4,""
"Phyrexian Atlas",ONE,"",4,""
"Prophetic Prism",ONE,"",4,""
"Prosthetic Injector",ONE,"",3,""
"Ribskiff",ONE,"",4,""
"Soulless Jailer",ONE,"",4,""
"Staff of Compleation",ONE,"",2,""
"Surgical Skullbomb",ONE,"",4,""
"Sword of Forge and Frontier",ONE,"",2,""
"Tablet of Compleation",ONE,"",2,""
"Zenith Chronicler",ONE,"",2,""
"The Autonomous Furnace",ONE,"",4,""
"Blackcleave Cliffs",ONE,"",4,""
"Copperline Gorge",ONE,"",4,""
"Darkslick Shores",ONE,"",4,""
"The Dross Pits",ONE,"",4,""
"The Fair Basilica",ONE,"",4,""
"The Hunter Maze",ONE,"",4,""
"Mirrex",ONE,"",3,""
"The Mycosynth Gardens",ONE,"",3,""
"Razorverge Thicket",ONE,"",4,""
"Seachrome Coast",ONE,"",4,""
"The Seedcore",ONE,"",1,""
"The Surgical Bay",ONE,"",4,""
"Terramorphic Expanse",ONE,"",4,""
"Mite Overseer",ONE,"",4,""
"Serum Sovereign",ONE,"",4,""
"Kinzu of the Bleak Coven",ONE,"",4,""
"Rhuk, Hexgold Nabber",ONE,"",4,""
"Goliath Hatchery",ONE,"",4,""
"Plains",ONE,"",1,""
"Island",ONE,"",1,""
"Swamp",ONE,"",1,""
"Mountain",ONE,"",1,""
"Forest",ONE,"",1,""
"Kemba's Outfitter",Y23_ONE,"",2,""
"Norn's Fetchling",Y23_ONE,"",1,""
"Quicksilver Servitor",Y23_ONE,"",2,""
"Tezzeret's Reckoning",Y23_ONE,"",2,""
"Blightwing Whelp",Y23_ONE,"",1,""
"March Toward Perfection",Y23_ONE,"",2,""
"Hexgold Sledge",Y23_ONE,"",2,""
"Bladehold Cleaver",Y23_ONE,"",1,""
"Contagion Dispenser",Y23_ONE,"",1,""
"Phyrexian Scrapyard",Y23_ONE,"",1,""
"Lunarch Mantle",SIR,"",1,""
"Subjugator Angel",SIR,"",1,""
"Thraben Inspector",SIR,"",1,""
"Jace, Unraveler of Secrets",SIR,"",1,""
"Ghoulcaller's Accomplice",SIR,"",1,""
"Gisa's Bidding",SIR,"",1,""
"Haunted Dead",SIR,"",1,""
"Thraben Foulbloods",SIR,"",1,""
"Collective Defiance",SIR,"",1,""
"Deranged Whelp",SIR,"",1,""
"Howlpack Wolf",SIR,"",1,""
"Insatiable Gorgers",SIR,"",1,""
"Nahiri's Wrath",SIR,"",1,""
"Duskwatch Recruiter",SIR,"",1,""
"Thornhide Wolves",SIR,"",1,""
"Veteran Cathar",SIR,"",1,""
"Epitaph Golem",SIR,"",1,""
"Wild-Field Scarecrow",SIR,"",1,""
"Highland Lake",SIR,"",1,""
"Plains",SIR,"",1,""
"Plains",SIR,"",1,""
"Plains",SIR,"",1,""
"Island",SIR,"",1,""
"Island",SIR,"",1,""
"Island",SIR,"",1,""
"Swamp",SIR,"",1,""
"Swamp",SIR,"",1,""
"Swamp",SIR,"",1,""
"Mountain",SIR,"",1,""
"Mountain",SIR,"",1,""
"Mountain",SIR,"",1,""
"Forest",SIR,"",1,""
"Forest",SIR,"",1,""
"Forest",SIR,"",1,""
"Lingering Souls",SIS,"",1,""
"Galvanic Juggernaut",SIS,"",1,""
"Bump in the Night",SIS,"",1,""
"A-Krydle of Baldur's Gate",AFR,"",2,""
"A-Dawnbringer Cleric",AFR,"",3,""
"A-Haywire Mite",BRO,"",2,""
"A-Krydle of Baldur's Gate",HBG,"",1,""
"A-Dawnbringer Cleric",HBG,"",1,""
"A-Prosperous Thief",NEO,"",3,""
"A-Nezumi Prowler",NEO,"",4,""
"A-Moon-Circuit Hacker",NEO,"",4,""
"A-Silver-Fur Master",NEO,"",4,""
"A-Thousand-Faced Shadow",NEO,"",3,""
"A-Satoru Umezawa",NEO,"",2,""
"A-Nashi, Moon Sage's Scion",NEO,"",3,""
"A-Circuit Mender",NEO,"",4,""
"A-Dokuchi Silencer",NEO,"",4,""
"A-Futurist Operative",NEO,"",4,""
"A-Knockout Blow",SNC,"",4,""
"Goro-Goro and Satoru",MOC,"",4,""
"Katilda and Lier",MOC,"",4,""
"Slimefoot and Squee",MOC,"",4,""
"Aerial Boost",MOM,"",2,""
"Alabaster Host Intercessor",MOM,"",4,""
"Alabaster Host Sanctifier",MOM,"",4,""
"Angelic Intervention",MOM,"",4,""
"Archangel Elspeth",MOM,"",2,""
"Attentive Skywarden",MOM,"",4,""
"Bola Slinger",MOM,"",4,""
"Boon-Bringer Valkyrie",MOM,"",2,""
"Cut Short",MOM,"",4,""
"Dusk Legion Duelist",MOM,"",1,""
"Elesh Norn",MOM,"",2,""
"Elspeth's Smite",MOM,"",4,""
"Enduring Bondwarden",MOM,"",4,""
"Golden-Scale Aeronaut",MOM,"",2,""
"Guardian of Ghirapur",MOM,"",2,""
"Heliod, the Radiant Dawn",MOM,"",2,""
"Infected Defector",MOM,"",4,""
"Inspired Charge",MOM,"",4,""
"Invasion of Belenon",MOM,"",1,""
"Invasion of Dominaria",MOM,"",3,""
"Invasion of Gobakhan",MOM,"",3,""
"Kithkin Billyrider",MOM,"",4,""
"Knight of the New Coalition",MOM,"",3,""
"Knight-Errant of Eos",MOM,"",2,""
"Kor Halberd",MOM,"",4,""
"Monastery Mentor",MOM,"",2,""
"Norn's Inquisitor",MOM,"",2,""
"Phyrexian Awakening",MOM,"",4,""
"Phyrexian Censor",MOM,"",4,""
"Progenitor Exarch",MOM,"",3,""
"Scrollshift",MOM,"",2,""
"Seal from Existence",MOM,"",4,""
"Seraph of New Capenna",MOM,"",4,""
"Sigiled Sentinel",MOM,"",4,""
"Sun-Blessed Guardian",MOM,"",4,""
"Sunder the Gateway",MOM,"",4,""
"Sunfall",MOM,"",3,""
"Surge of Salvation",MOM,"",4,""
"Swordsworn Cavalier",MOM,"",1,""
"Tarkir Duneshaper",MOM,"",3,""
"Tiller of Flesh",MOM,"",3,""
"Artistic Refusal",MOM,"",2,""
"Assimilate Essence",MOM,"",4,""
"Astral Wingspan",MOM,"",4,""
"Captive Weird",MOM,"",4,""
"Change the Equation",MOM,"",4,""
"Chrome Host Seedshark",MOM,"",3,""
"Complete the Circuit",MOM,"",2,""
"Corruption of Towashi",MOM,"",4,""
"Disturbing Conversion",MOM,"",4,""
"Ephara's Dispersal",MOM,"",4,""
"Expedition Lookout",MOM,"",4,""
"Eyes of Gitaxias",MOM,"",4,""
"Faerie Mastermind",MOM,"",4,""
"Furtive Analyst",MOM,"",4,""
"Halo-Charged Skaab",MOM,"",4,""
"Invasion of Arcavios",MOM,"",2,""
"Invasion of Kamigawa",MOM,"",1,""
"Invasion of Vryn",MOM,"",3,""
"Meeting of Minds",MOM,"",4,""
"Moment of Truth",MOM,"",4,""
"Negate",MOM,"",4,""
"Oculus Whelp",MOM,"",4,""
"Omen Hawker",MOM,"",2,""
"Oracle of Tragedy",MOM,"",2,""
"Order of the Mirror",MOM,"",4,""
"Preening Champion",MOM,"",4,""
"Protocol Knight",MOM,"",4,""
"Saiba Cryptomancer",MOM,"",4,""
"See Double",MOM,"",1,""
"Skyclave Aerialist",MOM,"",4,""
"Stasis Field",MOM,"",4,""
"Temporal Cleansing",MOM,"",4,""
"Thunderhead Squadron",MOM,"",4,""
"Tidal Terror",MOM,"",2,""
"Transcendent Message",MOM,"",2,""
"Wicked Slumber",MOM,"",3,""
"Xerex Strobe-Knight",MOM,"",4,""
"Zephyr Singer",MOM,"",3,""
"Zhalfirin Shapecraft",MOM,"",4,""
"Aetherblade Agent",MOM,"",3,""
"Archpriest of Shadows",MOM,"",2,""
"Ayara, Widow of the Realm",MOM,"",1,""
"Bladed Battle-Fan",MOM,"",3,""
"Blightreaper Thallid",MOM,"",2,""
"Bloated Processor",MOM,"",2,""
"Breach the Multiverse",MOM,"",3,""
"Collective Nightmare",MOM,"",3,""
"Compleated Huntmaster",MOM,"",3,""
"Consuming Aetherborn",MOM,"",4,""
"Corrupted Conviction",MOM,"",4,""
"Deadly Derision",MOM,"",3,""
"Dreg Recycler",MOM,"",3,""
"Etched Familiar",MOM,"",4,""
"Etched Host Doombringer",MOM,"",4,""
"Failed Conversion",MOM,"",4,""
"Final Flourish",MOM,"",4,""
"Flitting Guerrilla",MOM,"",4,""
"Gift of Compleation",MOM,"",4,""
"Glistening Deluge",MOM,"",2,""
"Gloomfang Mauler",MOM,"",4,""
"Grafted Butcher",MOM,"",2,""
"Hoarding Broodlord",MOM,"",2,""
"Ichor Drinker",MOM,"",4,""
"Ichor Shade",MOM,"",4,""
"Invasion of Eldraine",MOM,"",1,""
"Invasion of Innistrad",MOM,"",2,""
"Invasion of Ulgrotha",MOM,"",4,""
"Merciless Repurposing",MOM,"",4,""
"Mirrodin Avenged",MOM,"",3,""
"Nezumi Freewheeler",MOM,"",4,""
"Nezumi Informant",MOM,"",4,""
"Phyrexian Gargantua",MOM,"",3,""
"Pile On",MOM,"",3,""
"Render Inert",MOM,"",4,""
"Scorn-Blade Berserker",MOM,"",1,""
"Sheoldred",MOM,"",2,""
"Tenured Oilcaster",MOM,"",2,""
"Traumatic Revelation",MOM,"",3,""
"Unseal the Necropolis",MOM,"",4,""
"Vanquish the Weak",MOM,"",4,""
"Akki Scrapchomper",MOM,"",3,""
"Beamtown Beatstick",MOM,"",3,""
"Bloodfeather Phoenix",MOM,"",4,""
"Burning Sun's Fury",MOM,"",1,""
"Chandra, Hope's Beacon",MOM,"",2,""
"City on Fire",MOM,"",2,""
"Coming In Hot",MOM,"",1,""
"Etali, Primal Conqueror",MOM,"",4,""
"Fearless Skald",MOM,"",3,""
"Furnace Gremlin",MOM,"",2,""
"Furnace Host Charger",MOM,"",3,""
"Furnace Reins",MOM,"",4,""
"Hangar Scrounger",MOM,"",4,""
"Harried Artisan",MOM,"",4,""
"Into the Fire",MOM,"",3,""
"Invasion of Kaldheim",MOM,"",2,""
"Invasion of Karsus",MOM,"",2,""
"Invasion of Mercadia",MOM,"",1,""
"Invasion of Regatha",MOM,"",4,""
"Invasion of Tarkir",MOM,"",3,""
"Karsus Depthguard",MOM,"",4,""
"Lithomantic Barrage",MOM,"",3,""
"Marauding Dreadship",MOM,"",4,""
"Mirran Banesplitter",MOM,"",4,""
"Nahiri's Warcrafting",MOM,"",2,""
"Onakke Javelineer",MOM,"",4,""
"Pyretic Prankster",MOM,"",3,""
"Ral's Reinforcements",MOM,"",4,""
"Ramosian Greatsword",MOM,"",4,""
"Rampaging Raptor",MOM,"",1,""
"Redcap Heelslasher",MOM,"",4,""
"Scrappy Bruiser",MOM,"",4,""
"Searing Barb",MOM,"",4,""
"Shatter the Source",MOM,"",4,""
"Shivan Branch-Burner",MOM,"",3,""
"Thrashing Frontliner",MOM,"",3,""
"Trailblazing Historian",MOM,"",4,""
"Urabrask",MOM,"",2,""
"Volcanic Spite",MOM,"",4,""
"Voldaren Thrillseeker",MOM,"",2,""
"War-Trained Slasher",MOM,"",1,""
"Wrenn's Resolve",MOM,"",4,""
"Ancient Imperiosaur",MOM,"",3,""
"Arachnoid Adaptation",MOM,"",4,""
"Atraxa's Fall",MOM,"",4,""
"Blighted Burgeoning",MOM,"",4,""
"Bonded Herdbeast",MOM,"",4,""
"Chomping Kavu",MOM,"",4,""
"Converter Beast",MOM,"",4,""
"Copper Host Crusher",MOM,"",2,""
"Cosmic Hunger",MOM,"",4,""
"Crystal Carapace",MOM,"",2,""
"Deeproot Wayfinder",MOM,"",2,""
"Doomskar Warrior",MOM,"",3,""
"Fertilid's Favor",MOM,"",3,""
"Glistening Dawn",MOM,"",2,""
"Herbology Instructor",MOM,"",4,""
"Invasion of Ikoria",MOM,"",1,""
"Invasion of Ixalan",MOM,"",1,""
"Invasion of Muraganda",MOM,"",3,""
"Invasion of Shandalar",MOM,"",1,""
"Invasion of Zendikar",MOM,"",4,""
"Iridescent Blademaster",MOM,"",3,""
"Kami of Whispered Hopes",MOM,"",2,""
"Overgrown Pest",MOM,"",3,""
"Ozolith, the Shattered Spire",MOM,"",1,""
"Placid Rottentail",MOM,"",3,""
"Polukranos Reborn",MOM,"",3,""
"Portent Tracker",MOM,"",4,""
"Ravenous Sailback",MOM,"",2,""
"Sandstalker Moloch",MOM,"",1,""
"Seed of Hope",MOM,"",4,""
"Serpent-Blade Assailant",MOM,"",1,""
"Storm the Seedcore",MOM,"",4,""
"Streetwise Negotiator",MOM,"",4,""
"Tandem Takedown",MOM,"",1,""
"Tangled Skyline",MOM,"",2,""
"Timberland Ancient",MOM,"",4,""
"Tribute to the World Tree",MOM,"",3,""
"Vengeant Earth",MOM,"",4,""
"War Historian",MOM,"",4,""
"Wary Thespian",MOM,"",3,""
"Wildwood Escort",MOM,"",4,""
"Wrenn and Realmbreaker",MOM,"",1,""
"Baral and Kari Zev",MOM,"",2,""
"Borborygmos and Fblthp",MOM,"",1,""
"Botanical Brawler",MOM,"",3,""
"Djeru and Hazoret",MOM,"",3,""
"Drana and Linvala",MOM,"",2,""
"Elvish Vatkeeper",MOM,"",4,""
"Errant and Giada",MOM,"",1,""
"Ghalta and Mavren",MOM,"",1,""
"Glissa, Herald of Predation",MOM,"",1,""
"Halo Forager",MOM,"",4,""
"Hidetsugu and Kairi",MOM,"",4,""
"Inga and Esika",MOM,"",2,""
"Invasion of Alara",MOM,"",4,""
"Invasion of Amonkhet",MOM,"",1,""
"Invasion of Azgol",MOM,"",4,""
"Invasion of Ergamon",MOM,"",2,""
"Invasion of Kaladesh",MOM,"",1,""
"Invasion of Kylem",MOM,"",2,""
"Invasion of Lorwyn",MOM,"",2,""
"Invasion of Moag",MOM,"",4,""
"Invasion of New Capenna",MOM,"",2,""
"Invasion of New Phyrexia",MOM,"",4,""
"Invasion of Pyrulea",MOM,"",1,""
"Invasion of Xerex",MOM,"",4,""
"Joyful Stormsculptor",MOM,"",4,""
"Kogla and Yidaro",MOM,"",3,""
"Kroxa and Kunoros",MOM,"",2,""
"Marshal of Zhalfir",MOM,"",4,""
"Mirror-Shield Hoplite",MOM,"",3,""
"Mutagen Connoisseur",MOM,"",4,""
"Omnath, Locus of All",MOM,"",1,""
"Quintorius, Loremaster",MOM,"",1,""
"Rampaging Geoderm",MOM,"",3,""
"Rankle and Torbran",MOM,"",3,""
"Sculpted Perfection",MOM,"",3,""
"Stormclaw Rager",MOM,"",4,""
"Thalia and The Gitrog Monster",MOM,"",2,""
"Yargle and Multani",MOM,"",1,""
"Zimone and Dina",MOM,"",1,""
"Zurgo and Ojutai",MOM,"",2,""
"Flywheel Racer",MOM,"",3,""
"Halo Hopper",MOM,"",3,""
"Kitesail",MOM,"",4,""
"Phyrexian Archivist",MOM,"",4,""
"Realmbreaker, the Invasion Tree",MOM,"",1,""
"Skittering Surveyor",MOM,"",2,""
"Sword of Once and Future",MOM,"",2,""
"Urn of Godfire",MOM,"",3,""
"Bloodfell Caves",MOM,"",4,""
"Blossoming Sands",MOM,"",4,""
"Dismal Backwater",MOM,"",4,""
"Jungle Hollow",MOM,"",4,""
"Rugged Highlands",MOM,"",4,""
"Scoured Barrens",MOM,"",4,""
"Swiftwater Cliffs",MOM,"",4,""
"Thornwood Falls",MOM,"",4,""
"Tranquil Cove",MOM,"",4,""
"Wind-Scarred Crag",MOM,"",4,""
"Plains",MOM,"",1,""
"Island",MOM,"",1,""
"Swamp",MOM,"",1,""
"Mountain",MOM,"",1,""
"Forest",MOM,"",1,""
"Essence of Orthodoxy",MOM,"",1,""
"Seedpod Caretaker",MOM,"",2,""
"Terror of Towashi",MOM,"",1,""
"Fairgrounds Trumpeter",MOM,"",3,""
"Ruins Recluse",MOM,"",2,""
"Surrak and Goreclaw",MOM,"",1,""
"Daxos, Blessed by the Sun",MUL,"",4,""
"Kenrith, the Returned King",MUL,"",2,""
"Kwende, Pride of Femeref",MUL,"",4,""
"Sram, Senior Edificer",MUL,"",2,""
"Inga Rune-Eyes",MUL,"",2,""
"Tetsuko Umezawa, Fugitive",MUL,"",4,""
"Ayara, First of Locthwain",MUL,"",2,""
"Horobi, Death's Wail",MUL,"",2,""
"Tymaret, Chosen from Death",MUL,"",4,""
"Yargle, Glutton of Urborg",MUL,"",3,""
"Captain Lannery Storm",MUL,"",1,""
"Squee, the Immortal",MUL,"",2,""
"Urabrask the Hidden",MUL,"",1,""
"Valduk, Keeper of the Flame",MUL,"",3,""
"Zada, Hedron Grinder",MUL,"",4,""
"Fynn, the Fangbearer",MUL,"",3,""
"Goreclaw, Terror of Qal Sisma",MUL,"",1,""
"Renata, Called to the Hunt",MUL,"",3,""
"Yedora, Grave Gardener",MUL,"",1,""
"Aegar, the Freezing Flame",MUL,"",4,""
"Brudiclad, Telchor Engineer",MUL,"",1,""
"Dina, Soul Steeper",MUL,"",4,""
"Ezuri, Claw of Progress",MUL,"",1,""
"Firesong and Sunspeaker",MUL,"",2,""
"Firja, Judge of Valor",MUL,"",4,""
"Grimgrin, Corpse-Born",MUL,"",2,""
"Gyruda, Doom of Depths",MUL,"",2,""
"Imoti, Celebrant of Bounty",MUL,"",3,""
"Jegantha, the Wellspring",MUL,"",1,""
"Judith, the Scourge Diva",MUL,"",3,""
"Juri, Master of the Revue",MUL,"",3,""
"Lathiel, the Bounteous Dawn",MUL,"",1,""
"Lurrus of the Dream-Den",MUL,"",2,""
"Lutri, the Spellchaser",MUL,"",4,""
"Niv-Mizzet Reborn",MUL,"",1,""
"Obosh, the Preypiercer",MUL,"",1,""
"Radha, Coalition Warlord",MUL,"",3,""
"Raff, Weatherlight Stalwart",MUL,"",4,""
"Reyav, Master Smith",MUL,"",4,""
"Rona, Sheoldred's Faithful",MUL,"",4,""
"Shanna, Sisay's Legacy",MUL,"",4,""
"Taigam, Ojutai Master",MUL,"",1,""
"Teysa Karlov",MUL,"",1,""
"Yarok, the Desecrated",MUL,"",2,""
"Zirda, the Dawnwaker",MUL,"",2,""
"Coppercoat Vanguard",MAT,"",4,""
"Deification",MAT,"",1,""
"Harnessed Snubhorn",MAT,"",1,""
"Metropolis Reformer",MAT,"",1,""
"Tazri, Stalwart Survivor",MAT,"",2,""
"Filter Out",MAT,"",2,""
"Tolarian Contempt",MAT,"",1,""
"Training Grounds",MAT,"",1,""
"Ayara's Oathsworn",MAT,"",2,""
"Blot Out",MAT,"",1,""
"Death-Rattle Oni",MAT,"",3,""
"Markov Baron",MAT,"",1,""
"Urborg Scavengers",MAT,"",1,""
"Arni Metalbrow",MAT,"",2,""
"Kolaghan Warmonger",MAT,"",4,""
"Reckless Handling",MAT,"",1,""
"Animist's Might",MAT,"",1,""
"Nissa, Resurgent Animist",MAT,"",2,""
"Open the Way",MAT,"",1,""
"Tranquil Frillback",MAT,"",1,""
"Undercity Upheaval",MAT,"",1,""
"Calix, Guided by Fate",MAT,"",4,""
"Campus Renovation",MAT,"",3,""
"Cosmic Rebirth",MAT,"",3,""
"Danitha, New Benalia's Light",MAT,"",1,""
"Feast of the Victorious Dead",MAT,"",3,""
"Gold-Forged Thopteryx",MAT,"",3,""
"Jirina, Dauntless General",MAT,"",1,""
"Jolrael, Voice of Zhalfir",MAT,"",2,""
"Kiora, Sovereign of the Deep",MAT,"",2,""
"Nahiri, Forged in Fury",MAT,"",2,""
"Nahiri's Resolve",MAT,"",1,""
"Narset, Enlightened Exile",MAT,"",1,""
"Ob Nixilis, Captive Kingpin",MAT,"",2,""
"Rocco, Street Chef",MAT,"",1,""
"Samut, Vizier of Naktamun",MAT,"",2,""
"Sigarda, Font of Blessings",MAT,"",2,""
"Karn, Legacy Reforged",MAT,"",1,""
"Drannith Ruins",MAT,"",1,""
"A-Kumano Faces Kakkazan",NEO,"",4,""
"Banish from Edoras",LTR,"",1,""
"Bill the Pony",LTR,"",2,""
"Dawn of a New Age",LTR,"",3,""
"Dunedain Blade",LTR,"",4,""
"Eagles of the North",LTR,"",3,""
"East-Mark Cavalier",LTR,"",4,""
"Errand-Rider of Gondor",LTR,"",2,""
"Escape from Orthanc",LTR,"",2,""
"Esquire of the King",LTR,"",2,""
"Faramir, Field Commander",LTR,"",1,""
"Flowering of the White Tree",LTR,"",1,""
"Fog on the Barrow-Downs",LTR,"",4,""
"Gandalf the White",LTR,"",3,""
"Hobbit's Sting",LTR,"",3,""
"Landroval, Horizon Witness",LTR,"",1,""
"Lost to Legend",LTR,"",2,""
"Nimble Hobbit",LTR,"",1,""
"Protector of Gondor",LTR,"",3,""
"Second Breakfast",LTR,"",1,""
"Shire Shirriff",LTR,"",3,""
"Slip On the Ring",LTR,"",2,""
"Stalwarts of Osgiliath",LTR,"",2,""
"Took Reaper",LTR,"",3,""
"War of the Last Alliance",LTR,"",1,""
"Westfold Rider",LTR,"",3,""
"You Cannot Pass!",LTR,"",2,""
"Arwen's Gift",LTR,"",2,""
"The Bath Song",LTR,"",4,""
"Bewitching Leechcraft",LTR,"",2,""
"Borne Upon a Wind",LTR,"",2,""
"Captain of Umbar",LTR,"",2,""
"Council's Deliberation",LTR,"",1,""
"Deceive the Messenger",LTR,"",1,""
"Elrond, Lord of Rivendell",LTR,"",1,""
"Gandalf, Friend of the Shire",LTR,"",2,""
"Glorious Gale",LTR,"",3,""
"Grey Havens Navigator",LTR,"",3,""
"Hithlain Knots",LTR,"",1,""
"Horses of the Bruinen",LTR,"",1,""
"Ioreth of the Healing House",LTR,"",1,""
"Isolation at Orthanc",LTR,"",3,""
"Ithilien Kingfisher",LTR,"",2,""
"Knights of Dol Amroth",LTR,"",1,""
"Lorien Revealed",LTR,"",3,""
"Lost Isle Calling",LTR,"",1,""
"Meneldor, Swift Savior",LTR,"",2,""
"Nimrodel Watcher",LTR,"",4,""
"Pelargir Survivor",LTR,"",3,""
"Rangers of Ithilien",LTR,"",2,""
"Saruman's Trickery",LTR,"",2,""
"Scroll of Isildur",LTR,"",3,""
"Soothing of Smeagol",LTR,"",4,""
"Stern Scolding",LTR,"",1,""
"Surrounded by Orcs",LTR,"",4,""
"Treason of Isengard",LTR,"",1,""
"Willow-Wind",LTR,"",1,""
"Bitter Downfall",LTR,"",3,""
"The Black Breath",LTR,"",3,""
"Call of the Ring",LTR,"",1,""
"Cirith Ungol Patrol",LTR,"",2,""
"Claim the Precious",LTR,"",1,""
"Dunland Crebain",LTR,"",2,""
"Easterling Vanguard",LTR,"",1,""
